Title_Abstract	Status
"Title: MiR-143 and MiR-145 regulate IGF1R to suppress cell proliferation in colorectal cancer. Abstract: Insulin-like growth factor 1 receptor (IGF1R) is a transmembrane receptor that is activated by insulin-like growth factor 1 (IGF-1) and by a related hormone called IGF-2. It belongs to the large class of tyrosine kinase receptors and plays an important role in colorectal cancer etiology and progression. In this study, we used bioinformatic analyses to search for miRNAs that potentially target IGF1R. We identified specific target sites for miR-143 and miR-145 (miR-143/145) in the 3'-untranslated region (3'-UTR) of the IGF1R gene. These miRNAs are members of a cluster of miRNAs that have been reported to exhibit tumor suppressor activity. Consistent with the bioinformatic analyses, we identified an inverse correlation between miR-143/145 levels and IGF1R protein levels in colorectal cancer tissues. By overexpressing miR-143/145 in Caco2, HT29 and SW480 colorectal cancer cells, we experimentally validated that miR-143/145 directly recognizes the 3'-UTR of the IGF1R transcript and regulates IGF1R expression. Furthermore, the biological consequences of the targeting of IGF1R by miR-143/145 were examined by cell proliferation assays in vitro. We demonstrated that the repression of IGF1R by miR-143/145 suppressed the proliferation of Caco2 cells. Taken together, our findings provide evidence for a role of the miR-143/145 cluster as a tumor suppressor in colorectal cancer through the inhibition of IGF1R translation."	1
"Title: Comparative insight into expression of recombinant human VEGF111b, a newly identified anti-angiogenic isoform, in eukaryotic cell lines. Abstract: VEGF-A is a critical growth factor in tumor growth and progression. Two families of VEGF-A isoforms are produced through alternative splicing including VEGFxxx pro-angiogenic and VEGFxxxb anti-angiogenic isoforms. VEGF111b is a new member of the VEGFxxxb family that is induced by mitomycin C and doesn't express in normal conditions. The potent anti-angiogenic properties of VEGF-111b and its remarkable resistance to proteolysis make it an interesting alternative candidate for therapeutic use in all types of cancers. Here, the recombinant VEGF-111b cDNA with insertion of intronic sequence was constructed by using a class IIs restriction enzyme-based method. The recombinant pBud-VEGF111b was transfected into CHO dhfr(-) and HEK 293 cell lines which are currently the standard hosts for the production of candidate therapeutic proteins. Then, the VEGF-111b expression was evaluated in two cell lines using the Real-time PCR. The production of VEGF-111b protein was also investigated here by dot blotting. The VEGF expression was increased about 109 and 185-folds in transfected CHO-dhfr(-) and HEK 293 cells, respectively, in comparison with the un-transfected cells. Dot blotting approach confirmed that both cell lines have successfully produced the VEGF-111b protein."	1
"Title: Upregulation of microRNA-196a and microRNA-196b cooperatively correlate with aggressive progression and unfavorable prognosis in patients with colorectal cancer. Abstract: Both microRNA (miR)-196a and miR-196b are implicated in normal cell differentiation, proliferation, and in tumorigenesis of various cancer types. Especially, miR-196a exerts a pro-oncogenic influence in colorectal cancer (CRC) cells and miR-196b expression is upregulated in CRC tissues. The aim of this study was to evaluate the associations of miR-196a and miR-196b dysregulation with clinicopathological characteristics and prognosis in patients with CRC. Methods: Quantitative real time-PCR (qRT-PCR) was performed to detect the expression levels of miR-196a and miR-196b in 126 pairs of fresh tumor samples matched with adjacent colorectal mucosa obtained from 126 patients with CRC. Results: miR-196a and miR-196b expression levels in CRC tissues were significantly higher than those in adjacent colorectal mucosa (both P < 0.002). Interestingly, the expression levels of miR-196a in CRC tissues were positively correlated with those of miR-196b. Then, high miR-196a expression and high miR-196b expression, alone or in combination, were all statistically linked to the presence of lymph node metastasis, the poor differentiation grade, and the advanced TNM stage of CRC. Moreover, overall and disease-free survivals of CRC patients with high miR-196a expression, high miR-196b expression and miR-196a-high/miR-196b-high expression tended to be shorter than the corresponding control groups (log-rank statistic, all P < 0.001). Furthermore, multivariate analysis indicated miR-196a and/or miR-196b expression as independent prognostic indicators for CRC patients (all P < 0.05). Conclusions: Both miR-196a and miR-196b may be correlated with aggressive progression and unfavorable clinical outcome in CRC patients. Combined expression of miR-196a and miR-196b may be a promising biomarker in identifying a poor prognosis group of CRC."	1
"Title: Expression of tissue factor signaling pathway elements correlates with the production of vascular endothelial growth factor and interleukin-8 in human astrocytoma patients. Abstract: The expression levels of tissue factor (TF), the clotting initiator protein, have been correlated with angiogenesis and the histological grade of malignancy in glioma patients. The pro-tumor function of TF is linked to a family of G protein-coupled receptors known as protease-activated receptors (PARs), which may be activated by blood coagulation proteases. Activation of PARs elicits a number of responses, including the expression of vascular endothelial growth factor (VEGF) and interleukin-8 (IL-8). In the present study, we analyzed the expression of TF signaling pathway elements (TF, PAR1 and PAR2) and evaluated their correlation with the expression of downstream products (VEGF and IL-8) in human astrocytoma patients. Quantitative PCR (qPCR) showed a significant increase in TF expression in grade IV (glioblastoma) tumors, which was inversely correlated with the expression of the tumor-suppressor PTEN. Immunohistochemistry and qPCR analyses demonstrated a highly significant elevation in the expression of PAR1, but not PAR2, in tumor samples from high-grade astrocytoma patients. The elevated VEGF expression levels detected in the high-grade astrocytoma samples were positively correlated with TF, PAR1 and PAR2 expression. In addition, IL-8 was significantly increased in glioblastoma patients and positively correlated with TF and PAR2 expression. Further in vitro assays employing the human glioma cell lines U87-MG and HOG demonstrated that a synthetic peptide PAR2 agonist stimulated VEGF and IL-8 production. Our findings suggest a role for TF signaling pathway elements in astrocytoma progression, particularly in glioblastoma. Therefore, TF/PAR signaling elements may be suitable targets for the development of new therapies for the treatment of aggressive glioma."	1
"Title: Clinical significance of TrkB expression in nasopharyngeal carcinoma. Abstract: Recent research has demonstrated that tropomyosin?related kinase B (TrkB) plays an important role in neuronal survival, differentiation and migration; yet, its specific role in human nasopharyngeal carcinoma (NPC) is unclear. To elucidate its role in NPC, we examined TrkB expression in NPC tissues and cell lines, and investigated the correlation between TrkB expression and prognosis in patients with NPC. Immunohistochemical analysis was performed on NPC specimens from 108 patients with follow-up information. Additionally, reverse transcriptase-polymerase chain reaction (RT-PCR) and western blot analyses were used to determine TrkB expression levels in NPC and noncancerous nasopharyngeal tissues. RT-PCR and western blot analyses were also used to determine TrkB expression levels in 7 NPC cell lines and a nasopharyngeal epithelium cell line. High TrkB expression was significantly correlated with T classification, lymph node metastasis and clinical stage, respectively. Patients with NPC who had high TrkB expression had reduced disease-free survival and overall survival when compared with patients who had low TrkB expression. Multivariate Cox regression analysis revealed that TrkB overexpression was an independent prognostic factor for patients with NPC. Furthermore, TrkB was overexpressed in NPC specimens and cell lines. TrkB expression levels were significantly increased in NPC specimens, and enhanced levels were correlated with a poor prognosis in patients with NPC. These findings suggest that TrkB may contribute to NPC progression and represent a novel prognostic indicator for patients with NPC."	1
"Title: MiR-21 overexpression is associated with acquired resistance of EGFR-TKI in non-small cell lung cancer. Abstract: With the increasing use of epidermal growth factor receptor tyrosine kinase inhibitor (EGFR TKI) in patients with advanced non-small cell lung cancer (NSCLC), its acquired resistance has become a major clinical problem. Recent studies revealed that miR-21 was involved into the resistance of cytotoxic agents. The aim of this study was to investigate its role in the acquired resistance of NSCLC to EGFR-TKI. Methods: EGFR-TKI-sensitive human lung adenocarcinoma cell line PC9 and the acquired resistant cell line, PC9R, were used. Lentiviral vectors were used to infect PC9 or PC9R to regulate the miR-21 expression. The expression of targeted proteins PTEN and PDCD4 was controlled by RNA interference. MicroRNA array, RT-PCR and TaqMan MicroRNA Assays were used to detect miR-21 expression. The MTT and Annexin V assays were used to determine proliferation and apoptosis. Western Blot and immunohistochemistry were used to analyze target protein expression (PTEN, PDCD4, Akt, p-Akt). We also constructed PC9R xenograft tumor model to observe the relationship between miR-21 and EGFR-TKI resistance in vivo and validated it in the clinical serum specimens of NSCLC patients treated with EGFR-TKI. Result: MiR-21 was overexpressed in the EGFR-TKI resistant cell line PC9R relative to PC9. The level of miR-21 was reversely correlated with the expression of PTEN and PDCD4 and positive correlated with PI3K/Akt pathway. Inhibiting miR-21 with lentivirus vector induces apoptosis in PC9R cell line and inhibiting miR-21with ASO suppressed tumor growth in nude mice treated with EGFR-TKI. Furthermore, serum miR-21 expression in NSCLC patients treated with EGFR-TKI was significantly higher at the time of acquiring resistance than at baseline (p<0.01). Conclusion: miR-21 is involved in acquired resistance of EGFR-TKI in NSCLC, which is mediated by down-regulating PTEN and PDCD4 and activating PI3K/Akt pathway."	1
"Title: Overexpression of B7-H1 correlates with malignant cell proliferation in pancreatic cancer. Abstract: B7-H1, a member of the B7 family of proteins, is hypothesised to play an important role in the immune escape of tumours through its binding to the PD-1 receptor on activated T and B cells. By inducing T lymphocyte apoptosis, tumour cells can suppress an effective antitumour immune response. Although the immunosuppressive effect of B7-H1 has been studied in many tumours, its other biological functions remain unclear. We previously demonstrated a high expression level of this molecule in pancreatic cancer patient samples and its antiapoptotic effect in pancreatic ductal adenocarcinoma (PDA) cells. The aim of the present study was to investigate the possible role of B7-H1 in the proliferation of PDA cells. Functional studies were performed using pancreatic cell lines that were genetically engineered to express high or low levels of B7-H1, and we found that the overexpression of B7-H1 through plasmid transfection in PDA cells promoted cell proliferation. Conversely, the short-hairpin RNA (shRNA) knockdown of B7-H1 inhibited PDA cell proliferation. Further analyses of the cell cycle and cell cycle-related molecules confirmed this result. Taken together, our results indicate that the upregulation of B7-H1 in pancreatic cancer cells promotes proliferation and accelerates carcinogenesis; these data, therefore, provide insights into the effects of B7-H1 overexpression on pancreatic tumour cells."	1
"Title: Overexpression of AIOLOS inhibits cell proliferation and suppresses apoptosis in Nalm-6 cells. Abstract: The AIOLOS gene is important in the control of mature B-lymphocyte differentiation and proliferation. Previous research has shown that deregulated AIOLOS expression is associated with adult B-cell acute lymphoblastic leukemia (ALL) and chronic lymphocytic leukemia in human patients. However, the function of AIOLOS in childhood B-cell precursor (BCP)-ALL is not fully understood. In the present study, Nalm-6 cells were divided into three groups: the untransfected control (UT), the lentiviral vector control (Lenti-Mock) and the AIOLOS-overexpressing (Lenti-AIOLOS) group. Lenti-AIOLOS Nalm-6 cells were constructed by lentiviral transduction, followed by cell proliferation assay, cell-cycle analysis and apoptosis assay, to evaluate the effects of AIOLOS on proliferation, cell cycle distribution and apoptosis of Nalm-6 cells in vitro. Moreover, the expression levels of genes associated with apoptosis and the cell cycle, as well as the transcription factors IKZF1 and NF-?B, were investigated by quantitative reverse transcription-polymerase chain reaction and western blot analysis. The results showed that the proliferation of Nalm-6 cells in the Lenti-AIOLOS group was reduced by 16% on day 8 compared with cells in the UT group (P>0.05). The reduction peaked at 29% on day 10 (P<0.05). The percentage of Nalm-6 cells in the G0/G1 phase increased from 70.4 (UT) to 84.1% (Lenti-AIOLOS) (P<0.01), and the S-phase cells decreased from 20.3 (UT) to 11.7% (Lenti-AIOLOS) (P<0.01). Total apoptotic cells significantly decreased in AIOLOS-transfected Nalm-6 cells (10.75%) compared with those in the Lenti-Mock (17.00%) or UT group (19.05%) (P<0.01). In particular, the difference between the groups in the percentage of late apoptotic cells was significant (2.85 vs. 7.95%; P<0.01). In addition, overexpression of AIOLOS resulted in upregulation of BCL-2 and downregulation of CCND3, BAX, IKZF1 and NF-?B. No changes were detected on C-MYC and P27. Our findings indicate that lentivirus-mediated overexpression of AIOLOS in Nalm-6 cells could inhibit cell proliferation, suppress cell apoptosis and arrest the cell cycle at the G0/G1 phase in vitro."	1
"Title: Ik6 expression provides a new strategy for the therapy of acute lymphoblastic leukemia. Abstract: Our previous study demonstrated that the dominant-negative Ikaros isoform 6 (Ik6) is overexpressed in Chinese children with newly diagnosed B-acute lymphoblastic leukemia (B-ALL) and is strongly associated with a poor outcome. The purpose of the present study was to further explore the function of Ik6 in B-ALL. The association between Ik6 expression as detected by real-time PCR and efficacy of chemotherapy was evaluated. The effect of the alteration in Ik6 on leukemic cell lines was assessed by in vitro gain-of-function and loss-of-function techniques. PCR analysis showed that Ik6 expression was decreased when patients completed induction chemotherapy and reached complete remission. Ik6 expression was significantly increased when patients suffered relapse. Stable transfection of Ik6 into the Nalm-6 cell line revealed that Ik6 enhanced proliferation of Nalm-6 cells through the promotion of G0/G1-to-S-phase transition and enhanced chemoresistance to chemotherapeutics through anti-apoptotic effects. However, Ik6 expression did not affect the invasion of Nalm-6 cells. In contrast, silencing of Ik6 in Sup-B15 cells significantly inhibited proliferation and increased chemosensitivity. The present study suggests that Ik6 may be a biological marker of chemosensitivity and relapse and Ik6 may provide a potential therapeutic strategy for ALL."	1
"Title: MicroRNA-195-5p is a potential diagnostic and therapeutic target for breast cancer. Abstract: MicroRNAs (miRNAs) are a class of highly conserved, small endogenous single-strand non-coding RNAs. They are aberrantly expressed in the circulation and tissue of patients with cancer. Therefore, it has been suggested that they may act as key regulators of carcinogenesis. The aim of the present study was to examine the expression level of miR-195-5p in human breast cancer and its potential role in carcinogenesis. The expression level of miR-195-5p was measured in 40 breast cancer specimens and adjacent normal breast tissues by quantitative polymerase chain reaction (qPCR). Next, to explore the potential function of miR-195-5p, we used MDA-MB-231 human breast cancer cells and carried out MTT, colony formation, Transwell chamber migration and cell cycle assays. The dual-luciferase reporter assay was also performed to determine putative targets of miR-195-5p, which were validated using qPCR and western blot assays. We found that miR-195-5p expression was significantly decreased in the 40 breast cancer specimens when compared with that in the adjacent normal breast tissues (P<0.05). Overexpression of miR-195-5p inhibited cell proliferation, reduced cell colony formation, suppressed cell migration and caused an accumulation of cells in the G1 phase of the cell cycle. In the 3'-untranslated region (3'-UTR) of cyclin E1 (CCNE1), we found two putative target sites which may bind miR-195-5p, suggesting that CCNE1 is a direct target of miR-195-5p. Furthermore, through qPCR and western blot assays we showed that overexpression of miR-195-5p reduced CCNE1 mRNA and protein levels, respectively. Our study suggests that miR-195-5p may act as a tumor suppressor in breast cancer. Therefore, targeting of this miRNA may provide a novel strategy for the diagnosis and treatment of patients with this lethal disease."	1
"Title: miR-511 induces the apoptosis of radioresistant lung adenocarcinoma cells by triggering BAX. Abstract: Radioresistance is one of the main reasons for the failure of radiotherapy in lung cancer. The present study was conducted to identify the role of miR-511 in suppressing the growth of radioresistant lung adenocarcinoma cells. First, a radioresistant A549/R cell line was generated after prolonged exposure to X-rays for 68 Gy (2 Gy/day, 5 days/week) and the radioresistance was confirmed by wound healing assay. Next, oncogenic TRIB2 was found to be upregulated in the radioresistant A549/R cells when compared to that of the control A549 cells as determined by western blot analysis. As the upstream miRNA, quantitative PCR showed that miR-511 expression was decreased in the radioresistant A549/R cells. Overexpression of miR-511 in miR-511-transfected A549/R cells inhibited cell growth and increased the number of apoptotic cells when compared with the control treatment. Flow cytometric analysis further demonstrated that the growth suppressive effect of miR-511 on A549/R cells was mediated by regulation of the cell cycle, most likely due to a block in the G1-S transition. Finally, our results showed that the expression of BAX was lower in the radioresistant A549/R cells when compared with that in the control A549 cells. After downregulation of TRIB2 by miR-511 treatment, BAX expression was obviously increased in the miR-511-transfected apoptotic A549/R cells when compared to that in the NC-treated or control cultures. In summary, our results revealed that miR-511 regulates the growth of radioresistant A549/R cells by increasing BAX expression through TRIB2, which suggests that miR-511 may be a potential therapeutic molecule for the treatment of radioresistant lung adenocarcinoma."	1
"Title: miR-222 regulates the cell biological behavior of oral squamous cell carcinoma by targeting PUMA. Abstract: Previous reports have shown that low expression of p53 upregulated modulator of apoptosis (PUMA) and abnormal expression patterns of a number of miRNAs may be associated with poor prognosis in various types of human malignancies. As a member of the oncomiRs, miR-222 has been found to be upregulated in oral squamous cell carcinoma (OSCC). We hypothesized that there was an important relationship between miR-222 and PUMA in OSCC based on the prediction of the target genes of miR-222. In the present study, Pre-miR-222, As-miR-222 and the empty vector, were used to treat OSCC cells, respectively. Using the non-transfected cells as blank control, the expression levels of miR-222 and the PUMA gene were evaluated by RT-PCR and western blotting. Cell proliferation and migration abilities were analyzed by MTT and Transwell assays. Cell cycle distribution and apoptosis were assessed by flow cytometry. Our results demonstrated that, when compared with the blank control group, OSCC cells in the Pre-miR-222 transfection group showed increased expression of miR-222 and decreased expression of PUMA, enhanced proliferation and invasion abilities, and decreased apoptosis. In contrast, the above indices in the As-miR-222 transfection group confirmed the opposite results when compared with those in the Pre-miR-222 transfection group. In addition, no significant differences between the empty vector transfection group and the control group were noted. Our results suggest that miR-222 targets the expression of PUMA in OSCC cells and affects cell growth, invasive and apoptotic abilities. Thus, PUMA may be a possible new target for the treatment of OSCC."	1
"Title: Downregulation of NOB1 suppresses the proliferation and tumor growth of non-small cell lung cancer in vitro and in vivo. Abstract: Non-small cell lung cancer (NSCLC) is a lethal disease due to the absence of effective diagnostic biomarkers and therapeutic targets. Therefore, novel molecular targets are critically needed to formulate new approaches for this devastating disease. In the present study, using quantitive real-time PCR and immunohistochemistry. we initially found that expression of the ribosome assembly factor NIN/RPN12 binding protein (NOB1) was elevated in the majority of NSCLC tissues when compared to that in the normal lung tissue counterparts, and its expression level was correlated with key pathological characteristics including tumor differentiation, stage and metastasis. Then, the recombinant lentiviral shRNA expression vector carrying NOB1 was constructed and infected into the human NSCLC A549 cell line. Cell proliferation, cell apoptosis, cell cycle distribution and colony formation ability in A549 cells were assessed following downregulation of NOB1 by siRNA. In addition, tumor growth ability in nude mice was evaluated to define the function of NOB1 in cell transformation and tumorigenesis. It was found that downregulation of NOB1 expression using the RNA silencing approach in A549 tumor cells significantly suppressed the proliferation and colony formation ability, and induced tumor apoptosis in vitro. Tumor growth was also suppressed in vivo. These data suggest that NOB1 is an important regulator of the tumorigenic properties of human NSCLC and may be used as a new promising diagnostic biomarker and a potential anticancer therapeutic target for NSCLC."	1
"Title: MicroRNA-145 function as a cell growth repressor by directly targeting c-Myc in human ovarian cancer. Abstract: MiR-145 is reported to be significantly down-regulated in ovarian cancer. This study was aimed at elucidating the roles of miR-145 in regulating the biological behavior of epithelial ovarian cancer (EOC) cells. In this report, we find out that up-regulation of miR-145 in OVCAR-3 and SKOV-3 cells inhibit cell proliferation and promote cell apoptosis. We show that miR-145 directly target the c-Myc 3'-UTR. Moreover, ectopic expression of c-Myc reduces the inhibition of cell proliferation caused by miR-145 transfection. Cell cycle assay showed that up-regulation of miR-145 reduces S phase population, and restoration of c-Myc can rescue this reduction. These findings indicate that miR-145 inhibits cell proliferation and promotes cell apoptosis by targeting c-Myc 3'-UTR. Therefore, the result indicated that miR- 145 could be used as a potential therapeutic target in ovarian cancer."	1
"Title: Abnormal activation of the EGFR signaling pathway mediates the downregulation of miR?145 through the ERK1/2 in non-small cell lung cancer. Abstract: The expression of miR-145 with tumor suppressor function is decreased in lung cancer cells. Epidermal growth factor receptor (EGFR) signaling pathway is abnormally activated in lung cancer cells. It is not clear whether the EGFR signaling pathway is involved in the regulation of miR-145 expression in lung cancer. In the present study, we found that the reduction of miR-145 was associated with EGFR abnormal activation in lung cancer cells. AG1478, an inhibitor of EGFR, may restore the expression of miR-145, indicating that EGFR activation is involved in the downregulation of miR-145 in lung cancer cells. Then, the application of STAT3, AKT and ERK1/2 inhibitors and siRNA against these signaling molecules indicated that ERK1/2 or AKT instead of STAT3 was involved in the process of miR-145 downregulation by EGFR. It was confirmed that AKT through activation of the ERK1/2 signaling molecules mediated the effect of EGFR on miR-145. Furthermore, we found that EGFR downregulated miR-145 through ERK1/2 in lung cancer cells. These findings establish EGFR and miR-145 links in lung cancer cells and therefore contribute to a better understanding of the role of EGFR in lung cancer cells, and provide clues for in-depth study of miR-145 expression and a possible direction for the further increase of miR-145 in lung cancer cells."	1
"Title: LincRNA-p21 enhances the sensitivity of radiotherapy for human colorectal cancer by targeting the Wnt/?-catenin signaling pathway. Abstract: Recent studies show that long intergenic noncoding RNA-p21 (lincRNA-p21) is aberrantly expressed in several types of cancer, including colorectal cancer (CRC), one of the most common cancers in the world. Radiotherapy is considered as a standard preoperative treatment approach to reduce local recurrence for local advanced rectal cancer. However, a considerable number of rectal cancers are resistant to radiotherapy. In the present study, we evaluated the role of lincRNA?p21 in radiotherapy for CRC and detected the possible molecular mechanism. By expression profile analysis, we demonstrated that lincRNA-p21 decreases in CRC cell lines and tissue samples, which contributes to the elevation of ?-catenin in CRC. We further showed that lincRNA?p21 increases following X-ray treatment, and enforced expression of the lincRNA enhances the sensitivity of radiotherapy for CRC by promoting cell apoptosis. Suppression of the ?-catenin signaling pathway and elevation of the pro-apoptosis gene Noxa expression may help explain the role of lincRNA-p21 in CRC radiotherapy. The present study not only deepens our understanding of the mechanism of radiotherapy for CRC, but it also provides a potential target for CRC radiotherapy."	1
"Title: MicroRNA-10b promotes migration and invasion through KLF4 and HOXD10 in human bladder cancer. Abstract: The present study was performed to investigate the effect of microRNA-10b (miR-10b) on cell migration and invasion in human bladder cancer (BC). Real-time PCR was performed to detect the expression of miR-10b in BC cell lines. miR-10b mimics, the negative control for mimics, miR-10b inhibitor and the negative control for inhibitor were transfected into BC cell lines and the effects of miR-10b on the migration and invasion of cells were investigated through Transwell assay. Meanwhile, protein levels of KLF4, HOXD10, E-cadherin and MMP14 were measured. Luciferase assays were also performed to validate KLF4 and HOXD10 as miR-10b targets. In vivo metastasis assay was performed to validate if miR-10b can promote BC cell line metastasis in vivo. miR-10b is significantly upregulated in BC cell lines and metastatic tissues. Increased miR-10b expression significantly enhanced BC cell migration and invasion, while decreased miR-10b expression reduced cell migration and invasion. In vivo metastasis assay demonstrated that overexpression of miR-10b markedly promoted BC metastasis. Moreover, KLF4 and HOXD10 were identified as direct targets of miR-10b in BC cells. Silencing of KLF4 or HOXD10 recapitulated the pro-metastatic function. Furthermore, we found that E-cadherin and MMP14 may be the downstream factors of KLF4 and HOXD10 in the suppression of BC metastasis by miR-10b. These data suggest that miR-10b may function as oncogenes in BC cells. Targeting these novel strategies, inhibition of miR-10b/KLF4/E-cadherin axis and miR-10b/HOXD10/MMP14 axis may be helpful as a therapeutic approach to block BC cell metastasis."	1
"Title: miR-7 inhibits the invasion and metastasis of gastric cancer cells by suppressing epidermal growth factor receptor expression. Abstract: The present study profiled differentially expressed microRNAs (miRs) in gastric cancer cell lines and then investigated miR-7 expression in gastric cancer tissue specimens and the effects of miR-7 on the growth, invasion and metastasis of gastric cancer cells and the underlying molecular events. A microRNA microarray was used to profile differentially expressed miRNAs in human gastric cancer cell lines relative to a normal stomach mucosal epithelial cell line. The miRNA miR-7 was selected for further investigation, which included real-time reverse-transcription PCR (qRT-PCR) analysis of miR-7 levels in different gastric cancer cell lines and tissues and distant non-tumor tissues from patient resections. Cell counting kit-8 (CCK-8), Transwell migration and invasion, and western blot assays were performed to assess tumor cell viability, invasion and gene expression, respectively, after miR-7 transfection. The miRNA microarray profiling revealed 14 upregulated miRNAs (including miR-21, miR-26b and miR-30b) and 19 downregulated miRNAs (including let-7i, miR-7 and miR-622) between gastric cancer and normal cell lines. The qRT-PCR analysis confirmed that reduced miR-7 expression occurred more frequently in poorly and moderately differentiated gastric cancer MGC-803, MKN-45 and SGC-7901 cell lines than in the well-differentiated gastric cancer NCI-N87 cell line, which was consistent with the results for gastric cancer tissues. Expression of miR-7 was downregulated in 86.9% (20/23) of the gastric cancer tissues compared with that in the distant non-tumor tissues. Restoration of miR-7 expression significantly inhibited tumor cell viability, invasiveness and migration when compared with the control cells. Luciferase assay confirmed the epidermal growth factor receptor (EGFR) as a target gene of mR-7, and expression of miR-7 significantly suppressed EGFR expression at both the mRNA and protein levels. The data from the present study demonstrated that reduced miR-7 expression contributes to gastric cancer development and progression. Further study will investigate miR-7 in the regulation of EGFR expression in vitro and in vivo."	1
"Title: KLF8 knockdown suppresses proliferation and invasion in human osteosarcoma cells. Abstract: Krüppel-like factor 8 (KLF8) is a transcription factor that is important in the regulation of the cell cycle and has a critical role in oncogenic transformation and epithelial to mesenchymal transition (EMT). EMT is a key process in tumor metastasis. Although overexpression of KLF8 has been observed in a variety of human tumor types, the role of KLF8 in human osteosarcoma is yet to be elucidated. The present study aimed to investigate the biological impact of KLF8 on Saos-2 osteosarcoma cells. KLF8 gene expression was knocked down in vitro using a lentivirus-mediated small interfering (si)RNA method. Cell proliferation and cell cycle distribution were evaluated using 3-(4,5)-dimethylthiahiazo(-z-yl)-3,5-di-phenytetrazoliumromide and colony formation assays, and flow cytometry, respectively. Cell invasion was analyzed using a Transwell® invasion assay. Knockdown of KLF8 was found to significantly inhibit proliferation and invasion in osteosarcoma cells. These data suggest that KLF8 may exhibit an important role in osteosarcoma tumorigenesis and that KLF8 may be a potential therapeutic target for the treatment of osteosarcoma."	1
"Title: MicroRNA-127-3p promotes glioblastoma cell migration and invasion by targeting the tumor-suppressor gene SEPT7. Abstract: MicroRNAs (miRNAs) are small non-coding RNAs of 20-25 nucleotides in length that are capable of modulating gene expression post-transcriptionally. The potential roles of miRNAs in the tumorigenesis of glioblastoma (GBM) have been under intensive studies in the past few years. In the present study, we found a positive correlation between the levels of miR-127-3p and the cell migration and invasion abilities in several human GBM cell lines. We showed that miR-127-3p promoted cell migration and invasion of GBM cells using in vitro cell lines and in vivo mouse models. We identified SEPT7, a known tumor-suppressor gene that has been reported to suppress GBM cell migration and invasion, as a direct target of miR-127-3p. SEPT7 was able to partially abrogate the effect of miR-127-3p on cell migration and invasion. In addition, microarray analysis revealed that miR-127-3p regulated a number of migration and invasion-related genes. Finally, we verified that miR-127-3p affected the remodeling of the actin cytoskeleton mediated by SEPT7 in GBM cells."	1
"Title: Autophagy promotes the survival and development of tumors by participating in the formation of vasculogenic mimicry. Abstract: Autophagy, type II nonapoptotic cell death, is characterized by the formation of double-membrane cytosolic vesicles, the recycling of damaged cytoplasmic content and the maintenance of genetic stability and cellular homeostasis, under conditions of nutrient starvation, hypoxia or other therapeutic stress. In the present study, we comprehensively discuss its indispensable role in the formation of vasculogenic mimicry (VM), capillary-like tubes consisting of cells from the tumor itself instead of vascular endothelial cells. A short hairpin RNA (shRNA) to silence beclin1, an autophagy-specific gene, was designed, synthesized and subcloned into a vector to establish an autophagy-inhibited group, while negative control and blank groups were also established using human gastric cancer SGC7901 cells. We then investigated the VM formation ability of these three groups and detected changes in gene expression, survival and invasion correspondingly. The results showed that, following the formation of VM, the expression of pluripotent genes (c-myc, oct3/4, sox-2) and autophagy-specific genes (beclin1, ATG5, ATG7) were increased, which was consistent with the negative control cell group. However, the autophagy inhibited cell group did not form VM, and the expression of pluripotent genes was decreased. Moreover, the inhibition of autophagy reduced the survival and invasive ability of cancer cells under stress. We suggest that during the formation of VM, the stable expression of genes and the maintenance of survival and invasion are indispensable. Under a stress environment, autophagy is activated to maintain the stability of gene expression, maintain survival and invasive ability and facilitate VM formation, which can provide nutrients, oxygen and invasive channels to tumors, facilitating survival and development under stress."	1
"Title: N-myc downstream regulated gene 1 acts as a tumor suppressor in ovarian cancer. Abstract: Although implicated in a number of tumor types, the role of N-myc downstream regulated gene 1 (NDRG1) in ovarian cancer (OC) is unclear. In the present study, we used short hairpin RNA (shRNA) to silence NDRG1 in the OC cell line OVCAR3 and assessed the effect of its knockdown on cell morphology, proliferation, colony formation, migration and invasion. To complement these knockdown studies, we overexpressed NDRG1 in the same cell line. We found that NDRG1 knockdown significantly enhanced OVCAR3 proliferation, migration and invasion; however, there were no apparent changes in cell morphology. We also examined the effect in vivo and found that NDRG1 depletion promoted OVCAR3 xenograft growth in nude mice. In accordance with these data, we found that NDRG1 overexpression decreased proliferation, adhesion and apoptosis, and induced G0/G1 cell cycle arrest in OVCAR3 cells; expression of p21 and p53 was also increased. In conclusion, we demonstrated that NDRG1 acts as a tumor suppressor in ovarian carcinogenesis and may be a potential therapeutic target in this disease."	1
